col0,col1,col2,col3
Göltzsch Viaduct,1851-01-01,578,Kulturdenkmal
Ludendorff Bridge,1919-01-01,325,Kulturdenkmal
Rendsburg High Bridge,1913-01-01,2486,Kulturdenkmal
Fehmarn Sound Bridge,1963-04-30,963,Kulturdenkmal
Kaiserbrücke,1904-01-01,681,Kulturdenkmal
Forth Bridge,1890-01-01,2528.7,category A listed building
Viaur Viaduct,1902-01-01,460,registered historic monument
pont de Bir-Hakeim,1905-01-01,237,registered historic monument
Landwasser Viaduct,1902-10-01,136,class A Swiss cultural property of national significance
Bechyně Bridge,1928-10-28,190.5,national cultural monument of the Czech Republic
Žampach viaduct,1898-01-01,109.33,cultural monument of the Czech Republic
Forth Bridge,1890-01-01,2528.7,UNESCO World Heritage Site
