col0,col1,col2,col3,col4,col5
MyAnimeList manga ID,Log Horizon,MyAnimeList people ID,Wikidata property related to anime and manga,format constraint,MyAnimeList
Anime News Network manga ID,Neon Genesis Evangelion,Anime News Network person ID,Wikidata property related to anime and manga,single value constraint,Anime News Network
MyAnimeList manga ID,Log Horizon,MyAnimeList people ID,Wikidata property related to comics,format constraint,MyAnimeList
GCD series ID,Watchmen,ComicBookDB ID,Wikidata property related to comics,format constraint,Grand Comics Database
Anime News Network manga ID,Neon Genesis Evangelion,Anime News Network person ID,Wikidata property related to comics,single value constraint,Anime News Network
INDUCKS character ID,Donald Duck,INDUCKS publication ID,Wikidata property for an identifier,single value constraint,INDUCKS
MyAnimeList manga ID,Log Horizon,MyAnimeList people ID,Wikidata property for authority control for works,format constraint,MyAnimeList
GCD series ID,Watchmen,ComicBookDB ID,Wikidata property for authority control for works,format constraint,Grand Comics Database
Anime News Network manga ID,Neon Genesis Evangelion,Anime News Network person ID,Wikidata property for authority control for works,single value constraint,Anime News Network
AnimeClick manga ID,MW,AnimeClick anime ID,Wikidata property related to anime and manga,single value constraint,AnimeClick
