col0,col1,col2,col3,col4,col5,col6
1991 Plume d’Or,France,badminton,mixed team,1992 Plume d’Or,Strasbourg,1990 Plume d’Or
1990 Plume d’Or,Israel,badminton,mixed team,1991 Plume d’Or,Tel Aviv,1989 Plume d’Or
1989 Plume d’Or,Portugal,badminton,mixed team,1990 Plume d’Or,Caldas da Rainha,1988 Plume d’Or
1988 Plume d’Or,Portugal,badminton,mixed team,1989 Plume d’Or,Lisbon,1987 Plume d’Or
1987 Plume d’Or,Switzerland,badminton,mixed team,1988 Plume d’Or,Baden,1986 Plume d’Or
1986 Plume d’Or,Austria,badminton,mixed team,1987 Plume d’Or,Linz,1985 Plume d’Or
1985 Plume d’Or,Spain,badminton,mixed team,1986 Plume d’Or,A Coruña,1984 Plume d’Or
1984 Plume d’Or,Malta,badminton,mixed team,1985 Plume d’Or,Valletta,1982 Plume d’Or
1982 Plume d’Or,Yugoslavia,badminton,mixed team,1984 Plume d’Or,Ljubljana,1981 Plume d’Or
1981 Plume d’Or,Spain,badminton,mixed team,1982 Plume d’Or,Vigo,1980 Plume d’Or
1980 Plume d’Or,France,badminton,mixed team,1981 Plume d’Or,Clignancourt,1979 Plume d’Or
1979 Plume d’Or,Portugal,badminton,mixed team,1980 Plume d’Or,Seixal,1978 Plume d’Or
1978 Plume d’Or,Switzerland,badminton,mixed team,1979 Plume d’Or,Brussels,1977 Plume d’Or
1977 Plume d’Or,Switzerland,badminton,mixed team,1978 Plume d’Or,Lausanne,1976 Plume d’Or
