col0,col1,col2,col3,col4,col5
Munno Para East,1853-01-01,District of Munno Para East,Munno Para East,Australia,1933-01-01
Woodville,1875-12-30,City of Woodville,Woodville,Australia,1993-01-01
Hindmarsh,1874-10-01,Town of Hindmarsh,Hindmarsh,Australia,1993-01-01
St Peters,1883-08-02,Town of St Peters,St Peters,Australia,1997-11-01
Kensington and Norwood,1853-07-07,City of Kensington and Norwood,Kensington and Norwood,Australia,1997-11-01
Port Gawler,1856-09-10,District of Port Gawler,Port Gawler,Australia,1935-05-01
Mobilong,1884-06-25,District of Mobilong,Mobilong,Australia,1977-04-04
Light,1977-03-01,District of Light,Light,Australia,1996-03-01
Moonta,1872-08-01,Town of Moonta,Moonta,Australia,1984-07-01
Eudunda,1932-05-12,District of Eudunda,Eudunda,Australia,1997-01-23
