col0,col1,col2,col3,col4,col5,col6,col7
Research in Learning Technology,printed matter,journal flipped to open access,English,United Kingdom,1993-01-01,Research in Learning Technology,scientific journal
Mens Sana Monographs,printed matter,created as open access,English,Lithuania,2003-01-01,Mens Sana Monographs,scientific journal
Journal of the International AIDS Society,printed matter,created as open access,English,United States of America,2004-01-01,Journal of the International AIDS Society,scientific journal
Indian Journal of Pathology & Microbiology,printed matter,journal flipped to open access,English,India,1958-01-01,Indian Journal of Pathology & Microbiology,scientific journal
Journal of Clinical Investigation,printed matter,journal flipped to open access,English,United States of America,1924-01-01,Journal of Clinical Investigation,scientific journal
Bulletin of the Korean Chemical Society,works copyrighted by learned societies,journal flipped to open access,English,South Korea,1980-01-01,Bulletin of the Korean Chemical Society,scientific journal
Biological Research,works copyrighted by authors,created as open access,Spanish,United Kingdom,1992-01-01,Biological Research,scientific journal
PLOS ONE,works copyrighted by authors,created as open access,English,United States of America,2006-01-01,PLOS ONE,scientific journal
Journal of the Iranian Chemical Society,printed matter,created as open access,English,United States of America,2004-01-01,Journal of the Iranian Chemical Society,open-access journal
Cultural Anthropology,printed matter,created as open access,English,United States of America,1986-01-01,Cultural Anthropology,open-access journal
Research in Learning Technology,printed matter,journal flipped to open access,English,United Kingdom,1993-01-01,Research in Learning Technology,open-access journal
Mens Sana Monographs,printed matter,created as open access,English,Lithuania,2003-01-01,Mens Sana Monographs,open-access journal
Journal of the International AIDS Society,printed matter,created as open access,English,United States of America,2004-01-01,Journal of the International AIDS Society,open-access journal
Indian Journal of Pathology & Microbiology,printed matter,journal flipped to open access,English,India,1958-01-01,Indian Journal of Pathology & Microbiology,open-access journal
