col0,col1,col2,col3,col4,col5,col6,col7
Nepal,Nepali,Prime Minister of Nepal,flag of Nepal,Saudi Arabia,Brockhaus and Efron Encyclopedic Dictionary,24472013233.8472,Chhetri
Uzbekistan,Uzbek,Prime Minister of Uzbekistan,flag of Uzbekistan,United States of America,Ottův slovník naučný,48717685984.0278,Tatars
Ethiopia,Amharic,Prime Minister of Ethiopia,flag of Ethiopia,Taiwan,Bible Encyclopedia of Archimandrite Nicephorus,80561496133.9172,Afar people
Afghanistan,Pashto,Chief Executive Officer of Afghanistan,flag of Afghanistan,Canada,The Nuttall Encyclopædia,20815300220.0428,Arabs
Ethiopia,Amharic,Prime Minister of Ethiopia,flag of Ethiopia,Canada,Ottův slovník naučný,80561496133.9172,Afar people
Afghanistan,Pashto,Chief Executive Officer of Afghanistan,flag of Afghanistan,Canada,Armenian Soviet Encyclopedia,20815300220.0428,Brahui people
Nepal,Nepali,Prime Minister of Nepal,flag of Nepal,Japan,Brockhaus and Efron Encyclopedic Dictionary,24472013233.8472,Muslim
Afghanistan,Pashto,Chief Executive Officer of Afghanistan,flag of Afghanistan,Canada,Armenian Soviet Encyclopedia,20815300220.0428,Uzbeks
Ethiopia,Amharic,Prime Minister of Ethiopia,flag of Ethiopia,Sweden,Orthodox Theological Encyclopedia,80561496133.9172,Tigray-Tigrinya people
Afghanistan,Pashto,Chief Executive Officer of Afghanistan,flag of Afghanistan,Canada,Brockhaus and Efron Encyclopedic Dictionary,20815300220.0428,Hazaras
