col0,col1,col2,col3,col4
2020 UEFA Women's Champions League Final,Generali Arena,2019–20 UEFA Women's Champions League,women's association football,2020-01-01
2019 UEFA Women's Champions League Final,Groupama Arena,2018–19 UEFA Women's Champions League,women's association football,2019-05-18
2018 FA Women's Cup Final,Wembley Stadium,2017–18 FA Women's Cup,women's association football,2018-05-05
2018 UEFA Women's Champions League Final,Valeriy Lobanovskyi Dynamo Stadium,2017–18 UEFA Women's Champions League,women's association football,2018-05-24
2017 FA Women's Cup Final,Wembley Stadium,2016–17 FA Women's Cup,women's association football,2017-05-13
2017 UEFA Women's Champions League Final,Cardiff City Stadium,2016–17 UEFA Women's Champions League,women's association football,2017-06-01
2013 FA Women's Cup Final,Keepmoat Stadium,2012–13 FA Women's Cup,women's association football,2013-05-26
2006 FA Women's Cup Final,The Den,2005–06 FA Women's Cup,women's association football,2006-01-01
2004 FA Women's Cup Final,Kiyan Prince Foundation Stadium,2003–04 FA Women's Cup,women's association football,2004-01-01
2003 FA Women's Cup Final,Selhurst Park,2002–03 FA Women's Cup,women's association football,2003-01-01
2001 FA Women's Cup Final,Selhurst Park,2000–01 FA Women's Cup,women's association football,2001-01-01
1999 FA Women's Cup Final,The Valley,1998–99 FA Women's Cup,women's association football,1999-01-01
1998 FA Women's Cup Final,The Den,1997–98 FA Women's Cup,women's association football,1998-01-01
