col0,col1,col2,col3,col4,col5,col6,col7
1959 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1959 Hong Kong Badminton Championships – Men's doubles,1960 Hong Kong Badminton Championships,Hong Kong,1959-01-01,badminton
1958 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1958 Hong Kong Badminton Championships – Men's doubles,1959 Hong Kong Badminton Championships,Hong Kong,1958-01-01,badminton
1957 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1957 Hong Kong Badminton Championships – Men's doubles,1958 Hong Kong Badminton Championships,Hong Kong,1957-01-01,badminton
1956 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1956 Hong Kong Badminton Championships – Men's doubles,1957 Hong Kong Badminton Championships,Hong Kong,1956-01-01,badminton
1955 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1955 Hong Kong Badminton Championships – Men's doubles,1956 Hong Kong Badminton Championships,Hong Kong,1955-01-01,badminton
1954 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1954 Hong Kong Badminton Championships – Men's doubles,1955 Hong Kong Badminton Championships,Hong Kong,1954-01-01,badminton
1953 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1953 Hong Kong Badminton Championships – Men's doubles,1954 Hong Kong Badminton Championships,Hong Kong,1953-01-01,badminton
1952 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1952 Hong Kong Badminton Championships – Men's doubles,1953 Hong Kong Badminton Championships,Hong Kong,1952-01-01,badminton
1951 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1951 Hong Kong Badminton Championships – Men's doubles,1952 Hong Kong Badminton Championships,Hong Kong,1951-01-01,badminton
1950 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1950 Hong Kong Badminton Championships – Men's doubles,1951 Hong Kong Badminton Championships,Hong Kong,1950-01-01,badminton
1949 Hong Kong Badminton Championships,national championship,WikiProject Badminton/tournament focus list,1949 Hong Kong Badminton Championships – Men's doubles,1950 Hong Kong Badminton Championships,Hong Kong,1949-01-01,badminton
