col0,col1,col2,col3,col4,col5,col6
Budaka District,district of Uganda,Uganda,Budaka town,384,nyole,Budaka town
Ibanda District,district of Uganda,Uganda,Ibanda,964.8,Runyankole language,Ibanda
Dokolo District,district of Uganda,Uganda,Dokolo,1072.8,Lango dialect,Dokolo
Koboko District,district of Uganda,Uganda,Koboko,759.7,Acholi dialect,Koboko
Kotido District,district of Uganda,Uganda,Kotido,3618,Lango dialect,Kotido
Oyam District,district of Uganda,Uganda,Oyam,2190.8,Acholi dialect,Oyam
Amolatar District,district of Uganda,Uganda,Amolatar,1758,Ik,Amolatar
Kamwenge District,district of Uganda,Uganda,Kamwenge,2439.4,Runyankole language,Kamwenge
Pader District,district of Uganda,Uganda,Pader,3362.5,Acholi dialect,Pader
Kapchorwa District,district of Uganda,Uganda,Kapchorwa,1738,Karamojong,Kapchorwa
