col0,col1,col2,col3,col4,col5,col6,col7
1994 Welsh Badminton Championships,1994 Welsh Badminton Championships – Men's singles,badminton,national championship,Cardiff,WikiProject Badminton/tournament focus list,1993 Welsh Badminton Championships,United Kingdom
1995 Welsh Badminton Championships,1995 Welsh Badminton Championships – Men's singles,badminton,national championship,Cardiff,WikiProject Badminton/tournament focus list,1994 Welsh Badminton Championships,United Kingdom
1996 Welsh Badminton Championships,1996 Welsh Badminton Championships – Men's singles,badminton,national championship,Welshpool,WikiProject Badminton/tournament focus list,1995 Welsh Badminton Championships,United Kingdom
1997 Welsh Badminton Championships,1997 Welsh Badminton Championships – Men's singles,badminton,national championship,Rhondda,WikiProject Badminton/tournament focus list,1996 Welsh Badminton Championships,United Kingdom
1998 Welsh Badminton Championships,1998 Welsh Badminton Championships – Men's singles,badminton,national championship,Porthmadog,WikiProject Badminton/tournament focus list,1997 Welsh Badminton Championships,United Kingdom
1999 Welsh Badminton Championships,1999 Welsh Badminton Championships – Men's singles,badminton,national championship,Brecon,WikiProject Badminton/tournament focus list,1998 Welsh Badminton Championships,United Kingdom
2000 Welsh Badminton Championships,2000 Welsh Badminton Championships – Men's singles,badminton,national championship,Llanelli,WikiProject Badminton/tournament focus list,1999 Welsh Badminton Championships,United Kingdom
2001 Welsh Badminton Championships,2001 Welsh Badminton Championships – Men's singles,badminton,national championship,Wrexham,WikiProject Badminton/tournament focus list,2000 Welsh Badminton Championships,United Kingdom
2002 Welsh Badminton Championships,2002 Welsh Badminton Championships – Men's singles,badminton,national championship,Port Talbot,WikiProject Badminton/tournament focus list,2001 Welsh Badminton Championships,United Kingdom
2003 Welsh Badminton Championships,2003 Welsh Badminton Championships – Men's singles,badminton,national championship,Wrexham,WikiProject Badminton/tournament focus list,2002 Welsh Badminton Championships,United Kingdom
2004 Welsh Badminton Championships,2004 Welsh Badminton Championships – Men's doubles,badminton,national championship,Llanelli,WikiProject Badminton/tournament focus list,2003 Welsh Badminton Championships,United Kingdom
1960 Welsh Badminton Championships,1960 Welsh Badminton Championships – Men's doubles,badminton,national championship,Aberthaw,WikiProject Badminton/tournament focus list,1959 Welsh Badminton Championships,United Kingdom
2004 Welsh Badminton Championships,2004 Welsh Badminton Championships – Men's singles,badminton,national championship,Llanelli,WikiProject Badminton/tournament focus list,2003 Welsh Badminton Championships,United Kingdom
2005 Welsh Badminton Championships,2005 Welsh Badminton Championships – Men's singles,badminton,national championship,Wrexham,WikiProject Badminton/tournament focus list,2004 Welsh Badminton Championships,United Kingdom
2006 Welsh Badminton Championships,2006 Welsh Badminton Championships – Men's singles,badminton,national championship,Cwmbran,WikiProject Badminton/tournament focus list,2005 Welsh Badminton Championships,United Kingdom
