col0,col1,col2,col3
2005 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2005 Thailand Open Badminton Championships – Women's singles
2004 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2004 Thailand Open Badminton Championships – Women's singles
2003 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2003 Thailand Open Badminton Championships – Women's singles
2001 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2001 Thailand Open Badminton Championships – Women's singles
2000 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2000 Thailand Open Badminton Championships – Women's singles
1999 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1999 Thailand Open Badminton Championships – Women's singles
1997 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1997 Thailand Open Badminton Championships – Women's singles
1996 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1996 Thailand Open Badminton Championships – Women's singles
1995 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1995 Thailand Open Badminton Championships – Women's singles
1994 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1994 Thailand Open Badminton Championships – Women's singles
