col0,col1,col2,col3,col4,col5,col6
NGC 4565,12.43,1785-04-06,[TSK2008] 206,William Herschel,13.43,25.9873917
NGC 7814,10.8,1784-10-08,[TSK2008] 1211,William Herschel,14.45,16.1452278
NGC 4013,11.5,1788-02-06,[TSK2008] 102,William Herschel,20.61,43.9470222
NGC 1055,10.59,1783-12-18,[T2015] nest 200257,William Herschel,19.41,0.4431806
NGC 4565,12.43,1785-04-06,[T2015] nest 120065,William Herschel,13.43,25.9873917
Sombrero Galaxy,8,1781-04-09,[T2015] nest 100128,William Herschel,11.27,-11.623054278
NGC 4013,11.5,1788-02-06,[T2015] nest 100008,William Herschel,20.61,43.9470222
Sombrero Galaxy,8,1781-04-09,[CHM2007] LDC 904,William Herschel,11.27,-11.623054278
NGC 4013,11.5,1788-02-06,[CHM2007] LDC 867,William Herschel,20.61,43.9470222
NGC 4565,12.43,1785-04-06,[CHM2007] LDC 867,William Herschel,13.43,25.9873917
