col0,col1,col2,col3,col4,col5
Città vuota / Ancora ancora ancora,Italy,2,stereo,"7"" single",45cat
Stasera che sera / Io Matia,Canada,2,promotional single,"7"" single",45cat
Don't / I Beg of You,United States of America,2,"""NEW ORTHOPHONIC"" HIGH FIDELITY","7"" single",45cat
Cry for a Shadow / Why,England,2,mono,"7"" single",45cat
Star Star / Doo Doo Doo Doo Doo,France,2,stereo,"7"" single",45cat
Here We Are / Don't Let the Sun Go Down on Me,England,2,stereo,"7"" single",45cat
Do Ya / Nightrider,United States of America,2,stereo,"7"" single",45cat
Sliver / Dive,United States of America,2,colored vinyl,"7"" single",45cat
I Believe in Father Christmas / Humbug,United Kingdom,2,stereo,"7"" single",Rate Your Music
Vogue / Keep It Together,United Kingdom,2,stereo,"7"" single",45cat
You Make Loving Fun / Never Going Back Again,United Kingdom,2,stereo,"7"" single",45cat
Apples and Oranges / Paint Box,Great Britain,2,mono,"7"" single",45cat
