col0,col1,col2,col3,col4
し,hiragana,Japan,し,kana character
さ,hiragana,Japan,さ,kana character
こ,hiragana,Japan,こ,kana character
け,hiragana,Japan,け,kana character
く,hiragana,Japan,く,kana character
き,hiragana,Japan,き,kana character
か,hiragana,Japan,か,kana character
お,hiragana,Japan,お,kana character
え,hiragana,Japan,え,kana character
い,hiragana,Japan,い,kana character
あ,hiragana,Japan,あ,kana character
ぐ,hiragana,Japan,く,kana character
ぎ,hiragana,Japan,き,kana character
で,hiragana,Japan,て,kana character
