col0,col1,col2,col3,col4
Arlberg Railway Tunnel,Klösterle,10648,Österreichische Bundesbahnen,1884-01-01
Busserltunnel,Lower Austria,165,Österreichische Bundesbahnen,1841-01-01
Karawanks Tunnel,Jesenice Municipality,7976,Österreichische Bundesbahnen,1906-10-01
Landrücken Tunnel,Hesse,10779,Deutsche Bahn,1986-01-01
Khun Tan Tunnel,Tha Pla Duk,1362,State Railway of Thailand,1917-01-01
Kvineshei Tunnel,Kvinesdal,9065,Norwegian Public Roads Administration,1944-01-01
Tanna Tunnel,Shizuoka Prefecture,7804,Central Japan Railway Company,1933-06-19
Şirinyer Railway Tunnel,Buca,2000,Türkiye Cumhuriyeti Devlet Demiryolları,2010-01-01
Karşıyaka Railway Tunnel,Karşıyaka,3260,Türkiye Cumhuriyeti Devlet Demiryolları,2010-01-01
Tanum Tunnel,Asker,3590,Vy,2005-01-01
Skaugum Tunnel,Asker,3790,Vy,2005-01-01
Finse Tunnel,Ulvik,10300,Vy,1993-01-01
Tanum Tunnel,Asker,3590,Vy,2005-01-01
