col0,col1,col2,col3,col4,col5,col6,col7
2018 Giro d'Italia Stage 15,2018 Giro d'Italia Stage 16,2018-05-20,2018 Giro d'Italia Stage 14,2018 Giro d'Italia,Chris Froome,Valerio Conti,166
2018 Giro d'Italia Stage 18,2018 Giro d'Italia Stage 19,2018-05-24,2018 Giro d'Italia Stage 17,2018 Giro d'Italia,Chris Froome,Felix Großschartner,158
"2017 Tour de France, Stage 5","2017 Tour de France, Stage 6",2017-07-05,"2017 Tour de France, Stage 4",2017 Tour de France,Chris Froome,Alexey Lutsenko,193
2018 Giro d'Italia Stage 18,2018 Giro d'Italia Stage 19,2018-05-24,2018 Giro d'Italia Stage 17,2018 Giro d'Italia,Chris Froome,Maximilian Schachmann,158
"2019 Giro d'Italia, stage 17","2019 Giro d'Italia, stage 18",2019-05-29,"2019 Giro d'Italia, stage 16",2019 Giro d'Italia,Mikel Nieve,Hugh Carthy,144
"2017 Tour de France, Stage 5","2017 Tour de France, Stage 6",2017-07-05,"2017 Tour de France, Stage 4",2017 Tour de France,Chris Froome,Lilian Calmejane,193
"2017 Tour de France, Stage 8","2017 Tour de France, Stage 9",2017-07-08,"2017 Tour de France, Stage 7",2017 Tour de France,Chris Froome,Alexey Lutsenko,193
"2019 Giro d'Italia, stage 17","2019 Giro d'Italia, stage 18",2019-05-29,"2019 Giro d'Italia, stage 16",2019 Giro d'Italia,Mikel Nieve,Giulio Ciccone,144
2018 Giro d'Italia Stage 15,2018 Giro d'Italia Stage 16,2018-05-20,2018 Giro d'Italia Stage 14,2018 Giro d'Italia,Chris Froome,Valerio Conti,161
"2017 Tour de France, Stage 8","2017 Tour de France, Stage 9",2017-07-08,"2017 Tour de France, Stage 7",2017 Tour de France,Chris Froome,Guillaume Martin,193
