col0,col1,col2,col3,col4
2019 Vuelta del Uruguay,Alas Rojas de Santa Lucía,2018 Vuelta del Uruguay,Cristian Egídio,Harold Tejada
2018 Vuelta del Uruguay,Club Ciclista Nacional de Tala,2017 Vuelta del Uruguay,Nicolás Naranjo,Atílio Fetter
2017 Vuelta del Uruguay,Club Ciclista Nacional Melo,2016 Vuelta del Uruguay,Alexander Gutíerrez,Giordano Sizurqui
2018 Vuelta del Uruguay,Club Ciclista Nacional de Tala,2017 Vuelta del Uruguay,Nicolás Naranjo,Gerardo Atencio
2017 Vuelta del Uruguay,Cycles Peñarol de Maldonado,2016 Vuelta del Uruguay,Alexander Gutíerrez,Mario José Sosa
2019 Vuelta del Uruguay,2019 Medellín,2018 Vuelta del Uruguay,Germán Tivani,Eric Fagundez
2018 Vuelta del Uruguay,Alas Rojas de Santa Lucía,2017 Vuelta del Uruguay,Agustín Moreira,Hernán Silvera
2019 Vuelta del Uruguay,2019 Medellín,2018 Vuelta del Uruguay,Germán Tivani,Hernán Silvera
2018 Vuelta del Uruguay,Alas Rojas de Santa Lucía,2017 Vuelta del Uruguay,Magno Nazaret,Gerardo Atencio
2019 Vuelta del Uruguay,2019 Medellín,2018 Vuelta del Uruguay,Germán Tivani,Harold Tejada
