col0,col1,col2,col3
Grupo El Llano,Chile,Atacama Region,2543
Hamburgo,Chile,Atacama Region,515
Hornito,Chile,Atacama Region,1131
Hornito,Chile,Atacama Region,933
Hugo,Chile,Atacama Region,512
Infierno,Chile,Atacama Region,1160
Mantos del Indio,Chile,Atacama Region,1561
India,Chile,Atacama Region,1757
Jarillita,Chile,Atacama Region,2407
Jardinera,Chile,Atacama Region,1179
Japonesa,Chile,Atacama Region,561
Japonesa,Chile,Atacama Region,1542
Japonesa,Chile,Atacama Region,1538
Julieta,Chile,Atacama Region,1572
