col0,col1,col2,col3,col4,col5,col6
Governor of Maryland,elected office,1777-03-21,head of state,United States of America,commander-in-chief,Government House
Governor of Puerto Rico,elected office,1508-01-01,governor,United States of America,commander-in-chief,La Fortaleza
Vice President of the United States,elected office,1789-04-21,vice president,United States of America,president,Number One Observatory Circle
President of the United States,elected office,1787-04-30,head of state,United States of America,commander-in-chief,White House
Governor of Oklahoma,position,1907-11-16,head of state,United States of America,commander-in-chief,Oklahoma Governor's Mansion
Governor of New York,position,1777-07-30,head of state,United States of America,commander-in-chief,New York State Executive Mansion
Governor of Utah,position,1896-01-06,head of state,United States of America,commander-in-chief,Utah Governor's Mansion
Governor of Georgia,position,1775-07-12,head of state,United States of America,commander-in-chief,Georgia Governor's Mansion
Governor of Virginia,position,1776-07-05,head of state,United States of America,commander-in-chief,Governor’s Mansion
Governor of Maryland,position,1777-03-21,head of state,United States of America,commander-in-chief,Government House
Governor of Puerto Rico,position,1508-01-01,governor,United States of America,commander-in-chief,La Fortaleza
Vice President of the United States,position,1789-04-21,vice president,United States of America,president,Number One Observatory Circle
