col0,col1,col2,col3
Feierabendweg,Germany,housing estate,Gröpelingen
Freiham,Germany,housing estate,Aubing-Lochhausen-Langwied
Siedlung Rheinpreußen,Germany,housing estate,Duisburg
Siedlung Bornheimer Hang,Germany,housing estate,Bornheim
Siedlung Teutoburgia,Germany,housing estate,Herne
Dreiecksiedlung,Germany,housing estate,Recklinghausen
Cunosiedlung,Germany,housing estate,Hagen
Ceciliengärten,Germany,housing estate,Berlin
Bruckhaufen,Austria,housing estate,Vienna
MDM Quarter,Poland,housing estate,Śródmieście
Borstei,Germany,housing estate,Moosach
Blumenau,Germany,housing estate,Hadern
Onkel Toms Hütte,Germany,housing estate,Steglitz-Zehlendorf
Siedlung Mausegatt,Germany,housing estate,Mülheim an der Ruhr
