col0,col1,col2,col3,col4
chlorbartonite,djerfisherite mineral group,chlorine,mineral series,tetragonal crystal system
gmelinite series,"zeolites: chains of 6-membered rings (tabular zeolites, 9.GD.)",Christian Gmelin,mineral series,hexagonal crystal system
pumpellyite,pumpellyite mineral group,Raphael Pumpelly,mineral series,monoclinic crystal system
chabazite,"zeolites: chains of 6-membered rings (tabular zeolites, 9.GD.)",melody,mineral series,trigonal crystal system
zinnwaldite,mica,Zinnwald-Georgenfeld,mineral series,monoclinic crystal system
tantalite,columbite mineral group,tantalum,mineral series,orthorhombic crystal system
thomsonite,"zeolites with T₅O₁₀ units (fibrous zeolites, 9.GA.)",Thomas Thomson,mineral series,orthorhombic crystal system
tetrahedrite series,tetrahedrite group,tetrahedron,mineral series,cubic crystal system
stilbite,zeolites: chains of T₁₀O₂₀ tetrahedra (9.GE.),mirror,mineral series,monoclinic crystal system
monazite,monazite mineral group,life,mineral series,monoclinic crystal system
faujasite series,"zeolites: chains of 6-membered rings (tabular zeolites, 9.GD.)",Barthélemy Faujas de Saint-Fond,mineral series,cubic crystal system
cerite series,nesosilicates,Ceres,mineral series,trigonal crystal system
erionite series,"zeolites: chains of 6-membered rings (tabular zeolites, 9.GD.)",wool,mineral series,orthorhombic crystal system
clinoptilolite,heulandite framework (HEU),stone,mineral series,monoclinic crystal system
