col0,col1,col2,col3,col4,col5,col6
Platja de Fenals,Mediterranean Sea,urban beach,Blue Flag beach,726,Lloret de Mar,45
Cabo Roig,Mediterranean Sea,urban beach,Blue Flag beach,287,Alicante Province,43
Playa del Arenal,Mediterranean Sea,urban beach,Blue Flag beach,480,Alicante Province,80
Morrongo,Mediterranean Sea,urban beach,Blue Flag beach,240,Benicarló,25
"Playa de la Concha, Oropesa",Mediterranean Sea,urban beach,Blue Flag beach,850,Castellón Province,60
Port de Sagunt,Mediterranean Sea,urban beach,Blue Flag beach,2100,Sagunto,90
Cabo Roig,Mediterranean Sea,quarter,Blue Flag beach,287,Alicante Province,43
El Cavet,Mediterranean Sea,shingle beach,Blue Flag beach,590,Cambrils,30
Els Muntanyans,Mediterranean Sea,nude beach,Blue Flag beach,2160,Torredembarra,30
Platja de la Mar Menuda,Mediterranean Sea,beach,Blue Flag beach,180,Tossa de Mar,20
La Platja,Mediterranean Sea,beach,Blue Flag beach,400,Sant Feliu de Guíxols,30
Platja de Grifeu,Mediterranean Sea,beach,Blue Flag beach,170,Llançà,30
Platja de Sant Salvador,Mediterranean Sea,beach,Blue Flag beach,1300,El Vendrell,87
