col0,col1,col2,col3,col4,col5
2016 Grand Prix de la Ville de Lillers,Lillers,41.393,Roubaix Métropole européenne de Lille 2016,2014 Grand Prix de la Ville de Lillers,Stijn Steels
2016 Grote Prijs Marcel Kint,Zwevegem,45.12,Leopard Pro Cycling,2015 Grote Prijs Marcel Kint,Jan-Willem van Schip
2016 Grand Prix de la Ville de Lillers,Lillers,41.393,Topsport Vlaanderen-Baloise 2016,2014 Grand Prix de la Ville de Lillers,Christopher Piry
2016 Grote Prijs Marcel Kint,Zwevegem,45.12,Leopard Pro Cycling,2015 Grote Prijs Marcel Kint,Michiel Dieleman
2018 Dorpenomloop Rucphen,Sint Willebrord,44.41,Differdange-Losch,2017 Dorpenomloop Rucphen,Mikkel Bjerg
2018 Paris–Troyes,Paris,40.08,CC Villeneuve Saint-Germain,2017 Paris–Troyes,Damien Touzé
2018 Dorpenomloop Rucphen,Sint Willebrord,44.41,Differdange-Losch,2017 Dorpenomloop Rucphen,Maarten van Trijp
2018 Paris–Troyes,Paris,40.08,Joker Icopal 2018,2017 Paris–Troyes,Adrien Petit
2018 Sundvolden Grand Prix,Sundvollen,40.64,BHS-Almeborg Bornholm 2018,2017 Sundvolden Grand Prix,Andreas Vangstad
2018 Le Samyn des Dames,Quaregnon,34.106,Lotto Soudal Ladies 2018,2017 Le Samyn des Dames,Floortje Mackaij
2018 Sundvolden Grand Prix,Sundvollen,40.64,BHS-Almeborg Bornholm 2018,2017 Sundvolden Grand Prix,Alexander Kamp
2018 Ringerike Grand Prix,Hønefoss,41.378,Waoo 2018,2017 Ringerike Grand Prix,Alexander Kamp
2018 Le Samyn des Dames,Quaregnon,34.106,Lotto Soudal Ladies 2018,2017 Le Samyn des Dames,Janneke Ensing
2018 Paris–Troyes,Paris,40.08,CC Villeneuve Saint-Germain,2017 Paris–Troyes,Adrien Petit
