col0,col1,col2,col3,col4,col5
Mertoun,2483,United Kingdom,UTC±00:00,Makerstoun,Bemersyde
Abdie,728,United Kingdom,UTC±00:00,Dunbog,Lindores
Largo,1389,United Kingdom,UTC±00:00,"Newburn, Fife",Upper Largo
Kirkcaldy and Dysart,3087,United Kingdom,UTC±00:00,Auchterderran,Dysart
Largo,1389,United Kingdom,UTC±00:00,"Newburn, Fife",Lower Largo
Wemyss,986,United Kingdom,UTC±00:00,Scoonie,East Wemyss
Kirkcaldy and Dysart,3087,United Kingdom,UTC±00:00,Auchterderran,Pathhead
Wemyss,986,United Kingdom,UTC±00:00,Scoonie,Methil
Kirkcaldy and Dysart,3087,United Kingdom,UTC±00:00,Auchterderran,Kirkcaldy
Scoonie,3042,United Kingdom,UTC±00:00,Ceres,Leven
Wemyss,986,United Kingdom,UTC±00:00,Scoonie,West Wemyss
