col0,col1,col2,col3,col4,col5,col6
1st Women's Chess Olympiad,2nd Women's Chess Olympiad,Women's Chess Olympiad,chess,43,1957-01-01,1957-09-02
3rd Women's Chess Olympiad,4th Women's Chess Olympiad,Women's Chess Olympiad,chess,41,1966-01-01,1963-09-22
2nd Women's Chess Olympiad,3rd Women's Chess Olympiad,Women's Chess Olympiad,chess,41,1963-01-01,1963-09-22
42nd Chess Olympiad,43rd Chess Olympiad,Chess Olympiad,chess,2245,2016-01-01,2016-09-01
34th Chess Olympiad,35th Chess Olympiad,Chess Olympiad,chess,765,2000-01-01,2000-10-28
15th Chess Olympiad,16th Chess Olympiad,Chess Olympiad,chess,220,1962-01-01,1962-09-15
11th Chess Olympiad,12th Chess Olympiad,Chess Olympiad,chess,149,1954-01-01,1954-09-04
41st Chess Olympiad,42nd Chess Olympiad,Chess Olympiad,chess,1570,2014-01-01,2014-08-01
13th Chess Olympiad,14th Chess Olympiad,Chess Olympiad,chess,207,1958-01-01,1958-09-30
18th Chess Olympiad,19th Chess Olympiad,Chess Olympiad,chess,314,1968-01-01,1968-10-17
37th Chess Olympiad,38th Chess Olympiad,Chess Olympiad,chess,888,2006-01-01,2006-05-20
1st Women's Chess Olympiad,2nd Women's Chess Olympiad,Chess Olympiad,chess,43,1957-01-01,1957-09-02
3rd Women's Chess Olympiad,4th Women's Chess Olympiad,Chess Olympiad,chess,41,1966-01-01,1963-09-22
2nd Women's Chess Olympiad,3rd Women's Chess Olympiad,Chess Olympiad,chess,41,1963-01-01,1963-09-22
