col0,col1,col2,col3
2017–18 ISU Grand Prix of Figure Skating,2017-12-10,2017 Rostelecom Cup,2017–18 figure skating season
2016–17 ISU Junior Grand Prix,2016-12-11,2016 Junior Grand Prix St. Gervais,2016–17 figure skating season
2016–17 ISU Challenger Series,2016-12-10,2016 CS Nebelhorn Trophy,2016–17 figure skating season
2016–17 ISU Grand Prix of Figure Skating,2016-12-11,2016–17 Grand Prix of Figure Skating Final,2016–17 figure skating season
2015–16 ISU Challenger Series,2015-12-05,2015 Nebelhorn Trophy,2015–16 figure skating season
2015–16 ISU Grand Prix of Figure Skating,2015-12-13,2015 Rostelecom Cup,2015–16 figure skating season
2015–16 ISU Challenger Series,2015-12-05,2015 Ondrej Nepela Trophy,2015–16 figure skating season
2015–16 ISU Grand Prix of Figure Skating,2015-12-13,2015 Trophée Éric Bompard,2015–16 figure skating season
2004–05 ISU Grand Prix of Figure Skating,2004-12-09,2004–2005 Grand Prix of Figure Skating Final,2004–2005 figure skating season
2005–06 ISU Grand Prix of Figure Skating,2005-12-18,2005 NHK Trophy,2005–2006 figure skating season
2003–04 ISU Grand Prix of Figure Skating,2003-12-14,2003 NHK Trophy,2003-2004 one-year-period
2002–03 ISU Grand Prix of Figure Skating,2003-03-02,2002 NHK Trophy,2002-2003 one-year-period
2001–02 ISU Grand Prix of Figure Skating,2001-12-16,2001 NHK Trophy,2001-2002 one-year-period
