col0,col1,col2,col3,col4,col5
José de Jesús,José de Jesús María,Latin script,Spanish,Joseph,male given name
Juan Manuel,João Manuel,Latin script,Spanish,Don Juan Manuel,male given name
Juan Bautista,Jean-Baptiste,Latin script,Spanish,John the Baptist,male given name
María José,María Josefa,Latin script,Spanish,Virgin Mary,female given name
Maria Magdalena,Marie-Madeleine,Latin script,Catalan,Mary Magdalena,female given name
Françoise-Xavière,Franciszka Ksawera,Latin script,French,Francis Xavier,female given name
María del Pilar,Pilar,Latin script,Spanish,Our Lady of the Pillar,female given name
María José,María Josefa,Latin script,Spanish,Virgin Mary,double name
Maria Magdalena,Marie-Madeleine,Latin script,Catalan,Mary Magdalena,double name
José de Jesús,José de Jesús María,Latin script,Spanish,Joseph,double name
Juan Manuel,João Manuel,Latin script,Spanish,Don Juan Manuel,double name
Françoise-Xavière,Franciszka Ksawera,Latin script,French,Francis Xavier,double name
María del Pilar,Pilar,Latin script,Spanish,Our Lady of the Pillar,double name
Juan Bautista,Jean-Baptiste,Latin script,Spanish,John the Baptist,double name
